Commune
id;Code postal;Commune;Code commune
;44300.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44100.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44300.0;NANTES;109
;44200.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44800.0;ST-HERBLAIN;162
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44800.0;ST-HERBLAIN;162
;44100.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44200.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44000.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44300.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44100.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44200.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44800.0;ST-HERBLAIN;162
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44000.0;NANTES;109
;44300.0;NANTES;109
;44100.0;NANTES;109
;44300.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44000.0;NANTES;109
;44000.0;NANTES;109
;44300.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44200.0;NANTES;109
;44300.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44300.0;NANTES;109
;44300.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44000.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44300.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44300.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44100.0;NANTES;109
;44000.0;NANTES;109
;44000.0;NANTES;109
;44300.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44100.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44100.0;NANTES;109
;44000.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44200.0;NANTES;109
;44610.0;INDRE;74
;44800.0;ST-HERBLAIN;162
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44000.0;NANTES;109
;44000.0;NANTES;109
;44100.0;NANTES;109
;44000.0;NANTES;109
;44100.0;NANTES;109
;44000.0;NANTES;109
;44100.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44200.0;NANTES;109
;44200.0;NANTES;109
;44200.0;NANTES;109
;44000.0;NANTES;109
;44000.0;NANTES;109
;44200.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44000.0;NANTES;109
;44100.0;NANTES;109
;44300.0;NANTES;109
;44100.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44300.0;NANTES;109
;44100.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44100.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44300.0;NANTES;109
;44200.0;NANTES;109
;44200.0;NANTES;109
;44300.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44100.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44300.0;NANTES;109
;44100.0;NANTES;109
;44000.0;NANTES;109
;44300.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44100.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44000.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44000.0;NANTES;109
;44000.0;NANTES;109
;44000.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44000.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44000.0;NANTES;109
;44200.0;NANTES;109
;44000.0;NANTES;109
;44100.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44000.0;NANTES;109
;44100.0;NANTES;109
;44000.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44800.0;ST-HERBLAIN;162
;44300.0;NANTES;109
;44300.0;NANTES;109
;44000.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44200.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44100.0;NANTES;109
;44300.0;NANTES;109
;44300.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44200.0;NANTES;109
;44200.0;NANTES;109
;44100.0;NANTES;109
;44800.0;ST-HERBLAIN;162
;44100.0;NANTES;109
;44000.0;NANTES;109
;44300.0;NANTES;109
;44230.0;ST SEBASTIEN SUR LOIRE;190
;44300.0;NANTES;109
;44100.0;NANTES;109
;44100.0;NANTES;109
;44300.0;NANTES;109
;44200.0;NANTES;109
;44470.0;THOUARE-SUR-LOIRE;204
;44240.0;CHAPELLE-SUR-ERDRE (LA);35
;44400.0;REZE;143
;44340.0;BOUGUENAIS;20
;44240.0;SUCE-SUR-ERDRE;201
;44400.0;REZE;143
;44310.0;ST-PHILBERT-DE-GRAND-LIEU;188
;44115.0;BASSE-GOULAINE;9
;44400.0;REZE;143
;44119.0;TREILLIERES;209
;44850.0;LIGNE;82
;44400.0;REZE;143
;44840.0;SORINIERES (LES);198
;44400.0;REZE;143
;44140.0;AIGREFEUILLE SUR MAINE;2
;44470.0;CARQUEFOU;26
;44470.0;CARQUEFOU;26
;44400.0;REZE;143
;44270.0;MACHECOUL-SAINT-MEME;87
;44400.0;REZE;143
;44980.0;SAINTE-LUCE-SUR-LOIRE;172
;44850.0;MOUZEIL;107
;44690.0;HAIE-FOUASSIERE (LA);70
;44400.0;REZE;143
;44980.0;SAINTE-LUCE-SUR-LOIRE;172
;44470.0;THOUARE-SUR-LOIRE;204
;44270.0;MACHECOUL-SAINT-MEME;87
;44470.0;THOUARE-SUR-LOIRE;204
;44700.0;ORVAULT;114
;44470.0;THOUARE-SUR-LOIRE;204
;44470.0;CARQUEFOU;26
;44270.0;MACHECOUL-SAINT-MEME;87
;44400.0;REZE;143
;44470.0;CARQUEFOU;26
;44120.0;VERTOU;215
;44150.0;ANCENIS-SAINT-GEREON;3
;44115.0;BASSE-GOULAINE;9
;44840.0;SORINIERES (LES);198
;44120.0;VERTOU;215
;44700.0;ORVAULT;114
;44340.0;BOUGUENAIS;20
;44690.0;MAISDON-SUR-SEVRE;88
;44700.0;ORVAULT;114
;44190.0;CLISSON;43
;44450.0;SAINT-JULIEN-DE-CONCELLES;169
;44340.0;BOUGUENAIS;20
;44450.0;SAINT-JULIEN-DE-CONCELLES;169
;44340.0;BOUGUENAIS;20
;44400.0;REZE;143
;44120.0;VERTOU;215
;44120.0;VERTOU;215
;44470.0;CARQUEFOU;26
;44400.0;REZE;143
;44400.0;REZE;143
;44830.0;BOUAYE;18
;44470.0;THOUARE-SUR-LOIRE;204
;44400.0;REZE;143
;44860.0;PONT-SAINT-MARTIN;130
;44400.0;REZE;143
;44470.0;CARQUEFOU;26
;44450.0;SAINT-JULIEN-DE-CONCELLES;169
;44400.0;REZE;143
;44980.0;SAINTE-LUCE-SUR-LOIRE;172
;44400.0;REZE;143
;44700.0;ORVAULT;114
;44119.0;GRANDCHAMP-DES-FONTAINES;66
;44240.0;CHAPELLE-SUR-ERDRE (LA);35
;44470.0;CARQUEFOU;26
;44400.0;REZE;143
;44430.0;LOROUX-BOTTEREAU (LE);84
;44400.0;REZE;143
;44440.0;RIAILLE;144
;44830.0;BOUAYE;18
;44240.0;CHAPELLE-SUR-ERDRE (LA);35
;44150.0;ANCENIS-SAINT-GEREON;3
;44240.0;CHAPELLE-SUR-ERDRE (LA);35
;44470.0;CARQUEFOU;26
;44190.0;CLISSON;43
;44240.0;CHAPELLE-SUR-ERDRE (LA);35
;44340.0;BOUGUENAIS;20
;44240.0;CHAPELLE-SUR-ERDRE (LA);35
;44119.0;TREILLIERES;209
;44119.0;TREILLIERES;209
;44700.0;ORVAULT;114
;44840.0;SORINIERES (LES);198
;44340.0;BOUGUENAIS;20
;44470.0;CARQUEFOU;26
;44400.0;REZE;143
;44400.0;REZE;143
;44980.0;SAINTE-LUCE-SUR-LOIRE;172
;44470.0;CARQUEFOU;26
;44700.0;ORVAULT;114
;44400.0;REZE;143
;44400.0;REZE;143
;44470.0;CARQUEFOU;26
;44240.0;SUCE-SUR-ERDRE;201
;44340.0;BOUGUENAIS;20
;44120.0;VERTOU;215
;44400.0;REZE;143
;44400.0;REZE;143
;44400.0;REZE;143
;44700.0;ORVAULT;114
;44400.0;REZE;143
;44370.0;LOIREAUXENCE;213
;44470.0;CARQUEFOU;26
;44400.0;REZE;143
;44400.0;REZE;143
;44980.0;SAINTE-LUCE-SUR-LOIRE;172
;44150.0;ANCENIS-SAINT-GEREON;3
;44400.0;REZE;143
;44340.0;BOUGUENAIS;20
;44370.0;LOIREAUXENCE;213
;44400.0;REZE;143
;44400.0;REZE;143
;44880.0;SAUTRON;194
;44400.0;REZE;143
;44980.0;SAINTE-LUCE-SUR-LOIRE;172
;44400.0;REZE;143
;44450.0;SAINT-JULIEN-DE-CONCELLES;169
;44980.0;SAINTE-LUCE-SUR-LOIRE;172
;44400.0;REZE;143
;44430.0;LOROUX-BOTTEREAU (LE);84
;44330.0;CHAPELLE-HEULIN (LA);32
;44700.0;ORVAULT;114
;44400.0;REZE;143
;44119.0;TREILLIERES;209
;44470.0;CARQUEFOU;26
;44340.0;BOUGUENAIS;20
;44120.0;VERTOU;215
;44400.0;REZE;143
;44340.0;BOUGUENAIS;20
;44400.0;REZE;143
;44760.0;LA BERNERIE EN RETZ;12
;44250.0;SAINT BREVIN LES PINS;154
;44210.0;PORNIC;131
;44250.0;SAINT BREVIN LES PINS;154
;44210.0;PORNIC;131
;44730.0;SAINT-MICHEL-CHEF-CHEF;182
;44250.0;SAINT BREVIN LES PINS;154
;44730.0;SAINT-MICHEL-CHEF-CHEF;182
;44770.0;LA PLAINE-SUR-MER;126
;44210.0;PORNIC;131
;44680.0;SAINTE PAZANNE;186
;44320.0;SAINT-PERE-EN-RETZ;187
;44250.0;SAINT BREVIN LES PINS;154
;44620.0;LA MONTAGNE;101
;44640.0;PELLERIN (LE);120
;44560.0;PAIMBOEUF;116
;44640.0;PELLERIN (LE);120
;44250.0;SAINT BREVIN LES PINS;154
;44250.0;SAINT BREVIN LES PINS;154
;44680.0;SAINTE PAZANNE;186
;44250.0;SAINT BREVIN LES PINS;154
;44730.0;SAINT-MICHEL-CHEF-CHEF;182
;44560.0;PAIMBOEUF;116
;44250.0;SAINT BREVIN LES PINS;154
;44250.0;SAINT BREVIN LES PINS;154
;44250.0;SAINT BREVIN LES PINS;154
;44680.0;SAINTE PAZANNE;186
;44560.0;PAIMBOEUF;116
;44250.0;SAINT BREVIN LES PINS;154
;44210.0;PORNIC;131
;44760.0;LA BERNERIE EN RETZ;12
;44770.0;PREFAILLES;136
;44210.0;PORNIC;131
;44250.0;SAINT BREVIN LES PINS;154
;44210.0;PORNIC;131
;44760.0;LA BERNERIE EN RETZ;12
;44250.0;SAINT BREVIN LES PINS;154
;44250.0;SAINT BREVIN LES PINS;154
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44220.0;COUERON;47
;44220.0;COUERON;47
;44160.0;BESNE;13
;44130.0;BLAIN;15
;44600.0;SAINT-NAZAIRE;184
;44570.0;TRIGNAC;210
;44780.0;MISSILLAC;98
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44570.0;TRIGNAC;210
;44600.0;SAINT-NAZAIRE;184
;44550.0;MONTOIR-DE-BRETAGNE;103
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44220.0;COUERON;47
;44360.0;SAINT-ETIENNE-DE-MONTLUC;158
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44260.0;SAVENAY;195
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44290.0;GUEMENE PENFAO;67
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44550.0;MONTOIR-DE-BRETAGNE;103
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44130.0;BLAIN;15
;44380.0;PORNICHET;132
;44570.0;TRIGNAC;210
;44600.0;SAINT-NAZAIRE;184
;44220.0;COUERON;47
;44550.0;SAINT-MALO-DE-GUERSAC;176
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44550.0;MONTOIR-DE-BRETAGNE;103
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44130.0;BLAIN;15
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44550.0;MONTOIR-DE-BRETAGNE;103
;44780.0;MISSILLAC;98
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44160.0;SAINTE-REINE-DE-BRETAGNE;189
;44600.0;SAINT-NAZAIRE;184
;44360.0;LE TEMPLE DE BRETAGNE;203
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44570.0;TRIGNAC;210
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44460.0;SAINT-NICOLAS-DE-REDON;185
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44480.0;DONGES;52
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44750.0;CAMPBON;25
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44260.0;SAVENAY;195
;44380.0;PORNICHET;132
;44220.0;COUERON;47
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44360.0;VIGNEUX DE BRETAGNE;217
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44380.0;PORNICHET;132
;44380.0;PORNICHET;132
;44600.0;SAINT-NAZAIRE;184
;44220.0;COUERON;47
;44600.0;SAINT-NAZAIRE;184
;44550.0;MONTOIR-DE-BRETAGNE;103
;44600.0;SAINT-NAZAIRE;184
;44600.0;SAINT-NAZAIRE;184
;44510.0;LE POULIGUEN;135
;44510.0;LE POULIGUEN;135
;44350.0;GUERANDE;69
;44420.0;LA TURBALLE;211
;44740.0;BATZ-SUR-MER;10
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44420.0;MESQUER;97
;44420.0;LA TURBALLE;211
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44490.0;LE CROISIC;49
;44420.0;LA TURBALLE;211
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44510.0;LE POULIGUEN;135
;44490.0;LE CROISIC;49
;44490.0;LE CROISIC;49
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44490.0;LE CROISIC;49
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44740.0;BATZ-SUR-MER;10
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44420.0;LA TURBALLE;211
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44740.0;BATZ-SUR-MER;10
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44350.0;GUERANDE;69
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44740.0;BATZ-SUR-MER;10
;44117.0;SAINT-ANDRE-DES-EAUX;151
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44490.0;LE CROISIC;49
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44420.0;LA TURBALLE;211
;44420.0;MESQUER;97
;44420.0;PIRIAC-SUR-MER;125
;44350.0;GUERANDE;69
;44510.0;LE POULIGUEN;135
;44420.0;PIRIAC-SUR-MER;125
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44490.0;LE CROISIC;49
;44350.0;GUERANDE;69
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44350.0;GUERANDE;69
;44490.0;LE CROISIC;49
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44490.0;LE CROISIC;49
;44490.0;LE CROISIC;49
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44420.0;LA TURBALLE;211
;44500.0;LA BAULE-ESCOUBLAC;55
;44490.0;LE CROISIC;49
;44490.0;LE CROISIC;49
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44420.0;LA TURBALLE;211
;44740.0;BATZ-SUR-MER;10
;44350.0;SAINT MOLF;183
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44420.0;LA TURBALLE;211
;44740.0;BATZ-SUR-MER;10
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44350.0;GUERANDE;69
;44420.0;LA TURBALLE;211
;44350.0;SAINT MOLF;183
;44117.0;SAINT-ANDRE-DES-EAUX;151
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44490.0;LE CROISIC;49
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44740.0;BATZ-SUR-MER;10
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44490.0;LE CROISIC;49
;44510.0;LE POULIGUEN;135
;44740.0;BATZ-SUR-MER;10
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44740.0;BATZ-SUR-MER;10
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44420.0;LA TURBALLE;211
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44510.0;LE POULIGUEN;135
;44420.0;LA TURBALLE;211
;44490.0;LE CROISIC;49
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44117.0;SAINT-ANDRE-DES-EAUX;151
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44420.0;LA TURBALLE;211
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44500.0;LA BAULE-ESCOUBLAC;55
;44350.0;GUERANDE;69
;44490.0;LE CROISIC;49
;44350.0;GUERANDE;69
;44500.0;LA BAULE-ESCOUBLAC;55
;44490.0;LE CROISIC;49
;44390.0;NORT SUR ERDRE;110
;44110.0;CHATEAUBRIANT;36
;44110.0;CHATEAUBRIANT;36
;44110.0;CHATEAUBRIANT;36
;44110.0;CHATEAUBRIANT;36
;45800.0;ST JEAN DE BRAYE;284
;45000.0;ORLEANS;234
;45160.0;OLIVET;232
;45000.0;ORLEANS;234
;45160.0;OLIVET;232
;45160.0;OLIVET;232
;45000.0;ORLEANS;234
;45380.0;LA CHAPELLE ST MESMIN;75
;45380.0;LA CHAPELLE ST MESMIN;75
;45160.0;OLIVET;232
;45000.0;ORLEANS;234
;45140.0;ST JEAN DE LA RUELLE;285
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45650.0;SAINT-JEAN-LE-BLANC;286
;45140.0;ST JEAN DE LA RUELLE;285
;45160.0;OLIVET;232
;45100.0;ORLEANS;234
;45100.0;ORLEANS;234
;45160.0;OLIVET;232
;45160.0;OLIVET;232
;45000.0;ORLEANS;234
;45400.0;CHANTEAU;72
;45800.0;ST JEAN DE BRAYE;284
;45100.0;ORLEANS;234
;45000.0;ORLEANS;234
;45160.0;SAINT-HILAIRE-SAINT-MESMIN;282
;45000.0;ORLEANS;234
;45400.0;FLEURY LES AUBRAIS;147
;45140.0;INGRE;169
;45160.0;OLIVET;232
;45800.0;ST JEAN DE BRAYE;284
;45000.0;ORLEANS;234
;45100.0;ORLEANS;234
;45140.0;ST JEAN DE LA RUELLE;285
;45380.0;LA CHAPELLE ST MESMIN;75
;45100.0;ORLEANS;234
;45400.0;SEMOY;308
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45140.0;ST JEAN DE LA RUELLE;285
;45000.0;ORLEANS;234
;45400.0;FLEURY LES AUBRAIS;147
;45800.0;ST JEAN DE BRAYE;284
;45750.0;SAINT-PRYVE-SAINT-MESMIN;298
;45800.0;ST JEAN DE BRAYE;284
;45000.0;ORLEANS;234
;45160.0;OLIVET;232
;45000.0;ORLEANS;234
;45380.0;LA CHAPELLE ST MESMIN;75
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45400.0;FLEURY LES AUBRAIS;147
;45800.0;ST JEAN DE BRAYE;284
;45800.0;ST JEAN DE BRAYE;284
;45800.0;ST JEAN DE BRAYE;284
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45100.0;ORLEANS;234
;45140.0;ST JEAN DE LA RUELLE;285
;45160.0;OLIVET;232
;45140.0;ST JEAN DE LA RUELLE;285
;45800.0;ST JEAN DE BRAYE;284
;45160.0;OLIVET;232
;45100.0;ORLEANS;234
;45100.0;ORLEANS;234
;45160.0;OLIVET;232
;45100.0;ORLEANS;234
;45000.0;ORLEANS;234
;45160.0;OLIVET;232
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45100.0;ORLEANS;234
;45100.0;ORLEANS;234
;45400.0;FLEURY LES AUBRAIS;147
;45000.0;ORLEANS;234
;45400.0;FLEURY LES AUBRAIS;147
;45800.0;ST JEAN DE BRAYE;284
;45160.0;OLIVET;232
;45400.0;FLEURY LES AUBRAIS;147
;45140.0;ST JEAN DE LA RUELLE;285
;45800.0;ST JEAN DE BRAYE;284
;45000.0;ORLEANS;234
;45160.0;OLIVET;232
;45770.0;SARAN;302
;45160.0;OLIVET;232
;45000.0;ORLEANS;234
;45770.0;SARAN;302
;45400.0;FLEURY LES AUBRAIS;147
;45800.0;ST JEAN DE BRAYE;284
;45650.0;SAINT-JEAN-LE-BLANC;286
;45000.0;ORLEANS;234
;45650.0;SAINT-JEAN-LE-BLANC;286
;45140.0;ST JEAN DE LA RUELLE;285
;45100.0;ORLEANS;234
;45800.0;ST JEAN DE BRAYE;284
;45560.0;SAINT-DENIS-EN-VAL;274
;45160.0;OLIVET;232
;45400.0;FLEURY LES AUBRAIS;147
;45000.0;ORLEANS;234
;45000.0;ORLEANS;234
;45140.0;ST JEAN DE LA RUELLE;285
;45160.0;OLIVET;232
;45100.0;ORLEANS;234
;45100.0;ORLEANS;234
;45100.0;ORLEANS;234
;45000.0;ORLEANS;234
