Vente
id;Date mutation;Valeur fonciere
;2020-05-15 00:00:00;114935
;2020-05-25 00:00:00;247820
;2020-06-05 00:00:00;95500
;2020-06-09 00:00:00;90000
;2020-06-12 00:00:00;706500
;2020-06-02 00:00:00;194750
;2020-05-29 00:00:00;332500
;2020-06-01 00:00:00;41000
;2020-06-12 00:00:00;192000
;2020-05-29 00:00:00;82500
;2020-06-10 00:00:00;182000
;2020-06-12 00:00:00;44650
;2020-06-02 00:00:00;206000
;2020-05-25 00:00:00;66500
;2020-06-16 00:00:00;71000
;2020-06-22 00:00:00;100000
;2020-06-08 00:00:00;117500
;2020-06-15 00:00:00;380000
;2020-06-09 00:00:00;55000
;2020-06-11 00:00:00;51000
;2020-06-26 00:00:00;75000
;2020-06-10 00:00:00;91020
;2020-06-08 00:00:00;136600
;2020-06-08 00:00:00;66240
;2020-06-12 00:00:00;126350
;2020-05-20 00:00:00;136000
;2020-06-10 00:00:00;72000
;2020-06-05 00:00:00;132050
;2020-06-26 00:00:00;204550
;2020-06-29 00:00:00;38450
;2020-06-04 00:00:00;149000
;2020-06-26 00:00:00;142950
;2020-06-26 00:00:00;155745
;2020-06-18 00:00:00;264500
;2020-06-24 00:00:00;57800
;2020-06-30 00:00:00;81000
;2020-06-24 00:00:00;47000
;2020-06-29 00:00:00;72560
;2020-01-07 00:00:00;57000
;2020-01-06 00:00:00;71530
;2020-01-09 00:00:00;330500
;2020-01-14 00:00:00;97700
;2020-01-10 00:00:00;98000
;2020-01-09 00:00:00;41000
;2020-01-15 00:00:00;28500
;2020-01-03 00:00:00;44500
;2020-01-17 00:00:00;48500
;2020-01-09 00:00:00;212700
;2020-01-17 00:00:00;145000
;2020-01-22 00:00:00;111500
;2020-01-20 00:00:00;169000
;2020-01-31 00:00:00;96000
;2020-01-23 00:00:00;134000
;2020-01-29 00:00:00;289000
;2020-01-10 00:00:00;72480
;2020-01-23 00:00:00;30500
;2020-01-27 00:00:00;111900
;2020-01-28 00:00:00;81600
;2020-01-21 00:00:00;125240
;2020-01-03 00:00:00;221060
;2020-01-29 00:00:00;124550
;2020-02-06 00:00:00;126000
;2020-01-31 00:00:00;216740
;2020-02-03 00:00:00;37100
;2020-01-29 00:00:00;43000
;2020-01-20 00:00:00;23145
;2020-01-20 00:00:00;58000
;2020-01-24 00:00:00;169000
;2020-01-16 00:00:00;380860
;2020-01-14 00:00:00;37330
;2020-02-06 00:00:00;68400
;2020-02-13 00:00:00;79000
;2020-01-31 00:00:00;330000
;2020-01-30 00:00:00;82000
;2020-01-30 00:00:00;177000
;2020-02-13 00:00:00;38300
;2020-02-18 00:00:00;350400
;2020-01-31 00:00:00;72125
;2020-02-05 00:00:00;38850
;2020-02-07 00:00:00;595550
;2020-02-10 00:00:00;57000
;2020-01-30 00:00:00;83509,5
;2020-02-07 00:00:00;273200
;2020-02-06 00:00:00;35625
;2020-01-31 00:00:00;145800
;2020-02-07 00:00:00;110000
;2020-02-27 00:00:00;295000
;2020-02-10 00:00:00;23750
;2020-02-18 00:00:00;55000
;2020-02-17 00:00:00;103000
;2020-02-26 00:00:00;54000
;2020-02-14 00:00:00;94000
;2020-02-18 00:00:00;41200
;2020-03-20 00:00:00;92700
;2020-03-19 00:00:00;110000
;2020-03-31 00:00:00;311700
;2020-03-12 00:00:00;141550
;2020-03-13 00:00:00;28000
;2020-03-23 00:00:00;257000
;2020-04-08 00:00:00;85000
;2020-04-07 00:00:00;78250
;2020-04-10 00:00:00;68000
;2020-04-24 00:00:00;110000
;2020-04-20 00:00:00;237520
;2020-04-28 00:00:00;90000
;2020-04-21 00:00:00;282850
;2020-05-13 00:00:00;36000
;2020-05-04 00:00:00;600000
;2020-04-27 00:00:00;280650
;2020-05-13 00:00:00;51000
;2020-05-27 00:00:00;444600
;2020-05-15 00:00:00;56000
;2020-05-18 00:00:00;141750
;2020-05-20 00:00:00;308100
;2020-05-25 00:00:00;65700
;2020-05-20 00:00:00;82000
;2020-05-19 00:00:00;67865,6
;2020-05-22 00:00:00;142730
;2020-05-22 00:00:00;130000
;2020-06-05 00:00:00;76000
;2020-05-22 00:00:00;95000
;2020-05-20 00:00:00;67800
;2020-05-19 00:00:00;58000
;2020-05-26 00:00:00;217770
;2020-05-27 00:00:00;304000
;2020-05-25 00:00:00;247550
;2020-06-02 00:00:00;92000
;2020-05-27 00:00:00;121000
;2020-06-12 00:00:00;125250
;2020-05-29 00:00:00;50350
;2020-06-04 00:00:00;200000
;2020-06-19 00:00:00;118700
;2020-06-12 00:00:00;75900
;2020-05-29 00:00:00;112300
;2020-06-09 00:00:00;106000
;2020-06-15 00:00:00;262700
;2020-06-01 00:00:00;43030
;2020-05-20 00:00:00;255550
;2020-06-23 00:00:00;55000
;2020-06-24 00:00:00;114500
;2020-05-15 00:00:00;65000
;2020-06-19 00:00:00;169960
;2020-06-05 00:00:00;230700
;2020-06-25 00:00:00;1157369
;2020-06-02 00:00:00;157000
;2020-06-25 00:00:00;76000
;2020-06-29 00:00:00;339850
;2020-06-29 00:00:00;74000
;2020-06-29 00:00:00;190100
;2020-06-19 00:00:00;30280
;2020-06-17 00:00:00;189050
;2020-06-23 00:00:00;67000
;2020-06-23 00:00:00;533500
;2020-06-23 00:00:00;232770
;2020-06-23 00:00:00;78000
;2020-06-29 00:00:00;69000
;2020-06-30 00:00:00;50000
;2020-06-29 00:00:00;240385
;2020-06-12 00:00:00;90300
;2020-06-19 00:00:00;135000
;2020-06-30 00:00:00;150000
;2020-06-30 00:00:00;219800
;2020-06-17 00:00:00;125000
;2020-05-20 00:00:00;252000
;2020-06-24 00:00:00;152000
;2020-05-19 00:00:00;52500
;2020-06-04 00:00:00;160194
;2020-03-09 00:00:00;85000
;2020-05-20 00:00:00;244000
;2020-06-04 00:00:00;110000
;2020-06-02 00:00:00;101000
;2020-06-04 00:00:00;249000
;2020-06-25 00:00:00;161400
;2020-01-14 00:00:00;60000
;2020-01-17 00:00:00;195800
;2020-01-09 00:00:00;167000
;2020-01-30 00:00:00;116500
;2020-01-28 00:00:00;75500
;2020-01-29 00:00:00;208850
;2020-02-06 00:00:00;129050
;2020-01-31 00:00:00;103750
;2020-01-30 00:00:00;123500
;2020-02-10 00:00:00;37000
;2020-02-17 00:00:00;122550
;2020-03-09 00:00:00;40000
;2020-03-17 00:00:00;77000
;2020-04-23 00:00:00;133500
;2020-04-11 00:00:00;95000
;2020-05-12 00:00:00;102500
;2020-05-11 00:00:00;219000
;2020-04-24 00:00:00;92000
;2020-04-21 00:00:00;115000
;2020-05-19 00:00:00;155000
;2020-04-27 00:00:00;92800
;2020-05-14 00:00:00;147300
;2020-05-13 00:00:00;165000
;2020-05-29 00:00:00;205000
;2020-05-29 00:00:00;92000
;2020-05-19 00:00:00;153000
;2020-05-25 00:00:00;77000
;2020-06-02 00:00:00;118000
;2020-06-02 00:00:00;172400
;2020-06-02 00:00:00;154000
;2020-01-07 00:00:00;61610
;2020-01-11 00:00:00;90000
;2020-01-10 00:00:00;101000
;2020-01-10 00:00:00;30000
;2020-01-27 00:00:00;57000
;2020-01-06 00:00:00;155000
;2020-01-29 00:00:00;45284
;2020-01-31 00:00:00;100000
;2020-02-07 00:00:00;55000
;2020-01-16 00:00:00;40000
;2020-02-13 00:00:00;60000
;2020-02-06 00:00:00;128400
;2020-02-10 00:00:00;63000
;2020-02-17 00:00:00;37500
;2020-02-04 00:00:00;73000
;2020-02-13 00:00:00;85000
;2020-02-26 00:00:00;75700
;2020-02-26 00:00:00;81000
;2020-02-18 00:00:00;15000
;2020-02-21 00:00:00;34000
;2020-02-28 00:00:00;83000
;2020-02-21 00:00:00;36000
;2020-02-17 00:00:00;39240
;2020-02-28 00:00:00;285000
;2020-03-04 00:00:00;63700
;2020-02-28 00:00:00;65000
;2020-02-27 00:00:00;157000
;2020-03-13 00:00:00;22000
;2020-03-16 00:00:00;77500
;2020-03-09 00:00:00;60200
;2020-03-12 00:00:00;116000
;2020-03-14 00:00:00;53000
;2020-02-20 00:00:00;52250
;2020-03-24 00:00:00;70000
;2020-03-24 00:00:00;83000
;2020-03-07 00:00:00;49000
;2020-03-26 00:00:00;48000
;2020-04-03 00:00:00;38000
;2020-04-16 00:00:00;115000
;2020-04-08 00:00:00;100000
;2020-03-23 00:00:00;45000
;2020-04-17 00:00:00;82114,32
;2020-04-03 00:00:00;74550
;2020-05-15 00:00:00;82000
;2020-05-13 00:00:00;84000
;2020-05-26 00:00:00;129000
;2020-04-30 00:00:00;85000
;2020-05-25 00:00:00;85600
;2020-05-29 00:00:00;71500
;2020-05-23 00:00:00;75000
;2020-05-30 00:00:00;45000
;2020-05-27 00:00:00;80000
;2020-06-04 00:00:00;55000
;2020-05-29 00:00:00;54600
;2020-06-09 00:00:00;135000
;2020-06-05 00:00:00;69000
;2020-06-18 00:00:00;66000
;2020-06-10 00:00:00;59500
;2020-06-20 00:00:00;46750
;2020-06-09 00:00:00;100000
;2020-05-20 00:00:00;136000
;2020-06-24 00:00:00;113800
;2020-01-02 00:00:00;111500
;2020-01-03 00:00:00;42000
;2020-01-10 00:00:00;190000
;2020-01-06 00:00:00;240000
;2020-01-06 00:00:00;97000
;2020-01-15 00:00:00;86744
;2020-01-15 00:00:00;123000
;2020-01-09 00:00:00;95760
;2020-01-08 00:00:00;106500
;2020-01-07 00:00:00;84800
;2020-01-06 00:00:00;134000
;2020-01-06 00:00:00;214000
;2020-01-06 00:00:00;162000
;2020-01-11 00:00:00;280000
;2020-01-03 00:00:00;445000
;2020-01-17 00:00:00;237000
;2020-01-17 00:00:00;75000
;2020-01-21 00:00:00;236000
;2020-01-17 00:00:00;145000
;2020-01-08 00:00:00;149000
;2020-01-17 00:00:00;101105
;2020-01-15 00:00:00;95645
;2020-01-03 00:00:00;174845
;2020-01-28 00:00:00;86000
;2020-01-10 00:00:00;133465
;2020-01-10 00:00:00;230000
;2020-01-14 00:00:00;149900
;2020-01-24 00:00:00;50000
;2020-01-02 00:00:00;140000
;2020-01-07 00:00:00;86980
;2020-01-23 00:00:00;87400
;2020-01-17 00:00:00;59000
;2020-01-15 00:00:00;132608
;2020-01-22 00:00:00;56970
;2020-01-16 00:00:00;147000
;2020-01-20 00:00:00;172900
;2020-01-24 00:00:00;145500
;2020-01-06 00:00:00;142200
;2020-01-16 00:00:00;156100
;2020-01-15 00:00:00;80000
;2020-01-17 00:00:00;65000
;2020-01-21 00:00:00;83000
;2020-01-16 00:00:00;162000
;2020-01-20 00:00:00;55000
;2020-01-30 00:00:00;46000
;2020-01-08 00:00:00;100000
;2020-01-30 00:00:00;199116
;2020-01-07 00:00:00;253000
;2020-01-17 00:00:00;125500
;2020-01-13 00:00:00;123350
;2020-01-28 00:00:00;60200
;2020-01-21 00:00:00;50500
;2020-01-09 00:00:00;115125
;2020-01-30 00:00:00;108500
;2020-01-28 00:00:00;135000
;2020-01-29 00:00:00;145000
;2020-01-20 00:00:00;43200
;2020-02-03 00:00:00;58000
;2020-01-28 00:00:00;55000
;2020-01-31 00:00:00;183310
;2020-01-28 00:00:00;162000
;2020-01-31 00:00:00;160000
;2020-01-21 00:00:00;170000
;2020-02-04 00:00:00;113000
;2020-01-30 00:00:00;85500
;2020-01-29 00:00:00;157300
;2020-01-17 00:00:00;180000
;2020-01-24 00:00:00;171105
;2020-01-21 00:00:00;170000
;2020-02-10 00:00:00;105000
;2020-01-13 00:00:00;220000
;2020-01-23 00:00:00;170000
;2020-01-24 00:00:00;146000
;2020-01-20 00:00:00;136500
;2020-02-05 00:00:00;114000
;2020-01-30 00:00:00;157000
;2020-01-23 00:00:00;80000
;2020-01-31 00:00:00;147000
;2020-01-17 00:00:00;209500
;2020-02-06 00:00:00;122000
;2020-01-31 00:00:00;88000
;2020-01-14 00:00:00;231480
;2020-01-29 00:00:00;115500
;2020-02-10 00:00:00;290000
;2020-02-07 00:00:00;67035
;2020-02-10 00:00:00;55500
;2020-02-12 00:00:00;230000
;2020-02-03 00:00:00;217000
;2020-02-10 00:00:00;88000
;2020-02-05 00:00:00;92000
;2020-02-06 00:00:00;134660
;2020-01-30 00:00:00;142000
;2020-01-20 00:00:00;122500
;2020-01-27 00:00:00;175500
;2020-02-10 00:00:00;147740
;2020-02-06 00:00:00;189000
;2020-01-27 00:00:00;113000
;2020-01-22 00:00:00;198500
;2020-02-07 00:00:00;92000
;2020-02-11 00:00:00;106000
;2020-02-05 00:00:00;100000
;2020-02-05 00:00:00;102400
;2020-02-11 00:00:00;393000
;2020-02-10 00:00:00;188000
;2020-01-30 00:00:00;124000
;2020-01-27 00:00:00;74000
;2020-02-03 00:00:00;73150
;2020-01-29 00:00:00;126000
;2020-01-27 00:00:00;112500
;2020-01-29 00:00:00;110000
;2020-01-23 00:00:00;102804
;2020-01-30 00:00:00;145000
;2020-01-30 00:00:00;155500
;2020-01-19 00:00:00;217250
;2020-02-14 00:00:00;234000
;2020-02-14 00:00:00;141240
;2020-02-07 00:00:00;51000
;2020-01-31 00:00:00;84987
;2020-02-14 00:00:00;146231
;2020-02-05 00:00:00;19015
;2020-02-14 00:00:00;88000
;2020-01-28 00:00:00;149600
;2020-02-14 00:00:00;191000
;2020-01-20 00:00:00;154444
;2020-02-10 00:00:00;87000
;2020-02-14 00:00:00;114070
;2020-01-31 00:00:00;140000
;2020-01-31 00:00:00;236200
;2020-01-31 00:00:00;136525
;2020-01-30 00:00:00;144700
;2020-02-11 00:00:00;295500
;2020-02-13 00:00:00;150000
;2020-02-15 00:00:00;70000
;2020-01-31 00:00:00;109500
;2020-01-30 00:00:00;147060
;2020-02-14 00:00:00;235000
;2020-02-11 00:00:00;255000
;2020-02-14 00:00:00;51500
;2020-02-19 00:00:00;210000
;2020-02-19 00:00:00;159000
;2020-01-30 00:00:00;160000
;2020-02-21 00:00:00;131125
;2020-01-30 00:00:00;127541,35
;2020-02-12 00:00:00;104500
;2020-02-21 00:00:00;216300
;2020-02-24 00:00:00;96000
;2020-02-21 00:00:00;53890
;2020-02-19 00:00:00;220000
;2020-02-21 00:00:00;255000
;2020-02-20 00:00:00;69500
;2020-02-07 00:00:00;204800
;2020-02-21 00:00:00;380000
;2020-02-24 00:00:00;96800
;2020-02-24 00:00:00;63685
;2020-02-07 00:00:00;405000
;2020-02-03 00:00:00;112000
;2020-02-21 00:00:00;113160
;2020-02-24 00:00:00;270000
;2020-01-27 00:00:00;370000
;2020-02-07 00:00:00;116000
;2020-01-17 00:00:00;81320
;2020-02-21 00:00:00;37000
;2020-02-04 00:00:00;186500
;2020-01-29 00:00:00;115000
;2020-02-03 00:00:00;227000
;2020-02-14 00:00:00;45000
;2020-01-31 00:00:00;219530
;2020-02-21 00:00:00;129212
;2020-02-25 00:00:00;90000
;2020-02-04 00:00:00;294950
;2020-02-27 00:00:00;123000
;2020-02-04 00:00:00;103000
;2020-02-14 00:00:00;245000
;2020-02-11 00:00:00;285000
;2020-02-03 00:00:00;132500
;2020-02-18 00:00:00;261600
;2020-02-05 00:00:00;69000
;2020-02-19 00:00:00;155000
;2020-02-20 00:00:00;132130
;2020-02-18 00:00:00;64000
;2020-02-28 00:00:00;79000
;2020-02-21 00:00:00;328240
;2020-02-07 00:00:00;83000
;2020-02-07 00:00:00;132500
;2020-02-18 00:00:00;101505
;2020-02-28 00:00:00;122500
;2020-02-20 00:00:00;134000
;2020-02-20 00:00:00;45000
;2020-02-22 00:00:00;39500
;2020-02-07 00:00:00;146500
;2020-02-07 00:00:00;78500
;2020-02-18 00:00:00;98205
;2020-03-02 00:00:00;112000
;2020-02-28 00:00:00;68000
;2020-02-10 00:00:00;181500
;2020-02-14 00:00:00;289600
;2020-02-12 00:00:00;195500
;2020-02-14 00:00:00;55000
;2020-02-14 00:00:00;180000
;2020-02-21 00:00:00;165000
;2020-02-20 00:00:00;265000
;2020-02-18 00:00:00;208500
;2020-02-28 00:00:00;151000
;2020-01-31 00:00:00;117000
;2020-02-24 00:00:00;207000
;2020-02-17 00:00:00;95000
;2020-03-02 00:00:00;392800
;2020-03-02 00:00:00;235000
;2020-02-12 00:00:00;160000
;2020-02-19 00:00:00;115000
;2020-02-21 00:00:00;92000
;2020-02-20 00:00:00;86000
;2020-02-12 00:00:00;133300
;2020-01-20 00:00:00;445556
;2020-02-17 00:00:00;142900
;2020-03-09 00:00:00;219000
;2020-02-21 00:00:00;205000
;2020-03-10 00:00:00;54200
;2020-04-17 00:00:00;110000
;2020-05-12 00:00:00;200000
;2020-05-14 00:00:00;328189
;2020-05-07 00:00:00;110200
;2020-05-09 00:00:00;55000
;2020-04-30 00:00:00;180000
;2020-04-27 00:00:00;150000
;2020-05-11 00:00:00;201265
;2020-04-27 00:00:00;54185
;2020-05-15 00:00:00;78000
;2020-04-24 00:00:00;255000
;2020-05-15 00:00:00;94000
;2020-05-11 00:00:00;230000
;2020-04-30 00:00:00;105000
;2020-05-19 00:00:00;77483
;2020-04-27 00:00:00;472000
;2020-05-13 00:00:00;105600
;2020-05-18 00:00:00;227000
;2020-05-19 00:00:00;49500
;2020-05-04 00:00:00;96000
;2020-05-19 00:00:00;135000
;2020-05-04 00:00:00;92000
;2020-05-04 00:00:00;82000
;2020-05-19 00:00:00;120000
;2020-05-12 00:00:00;52500
;2020-05-19 00:00:00;132600
;2020-04-29 00:00:00;63500
;2020-05-22 00:00:00;81000
;2020-05-18 00:00:00;325000
;2020-04-28 00:00:00;115000
;2020-05-12 00:00:00;290000
;2020-03-10 00:00:00;42000
;2020-05-11 00:00:00;86000
;2020-05-07 00:00:00;205000
;2020-05-15 00:00:00;152830
;2020-05-14 00:00:00;380000
;2020-05-06 00:00:00;108000
;2020-05-16 00:00:00;113600
;2020-04-23 00:00:00;123000
;2020-05-14 00:00:00;239000
;2020-05-28 00:00:00;130500
;2020-05-25 00:00:00;168500
;2020-05-28 00:00:00;320000
;2020-05-27 00:00:00;175050
;2020-05-28 00:00:00;120000
;2020-06-02 00:00:00;133000
;2020-05-18 00:00:00;101000
;2020-05-20 00:00:00;167000
;2020-05-27 00:00:00;84000
;2020-05-28 00:00:00;171000
;2020-06-03 00:00:00;66100
;2020-05-25 00:00:00;68500
;2020-05-25 00:00:00;215000
;2020-05-16 00:00:00;182000
;2020-05-25 00:00:00;132514
;2020-05-28 00:00:00;42000
;2020-05-19 00:00:00;111000
;2020-05-18 00:00:00;114950
;2020-05-20 00:00:00;88500
;2020-05-20 00:00:00;150000
;2020-05-20 00:00:00;105000
;2020-05-26 00:00:00;270000
;2020-05-14 00:00:00;82000
;2020-06-02 00:00:00;295000
;2020-05-29 00:00:00;212150
;2020-06-04 00:00:00;79000
;2020-05-18 00:00:00;160000
;2020-06-03 00:00:00;130000
;2020-06-05 00:00:00;156900
;2020-05-29 00:00:00;199000
;2020-05-28 00:00:00;106000
;2020-05-20 00:00:00;125000
;2020-05-26 00:00:00;475750
;2020-05-25 00:00:00;85500
;2020-05-26 00:00:00;79800
;2020-05-19 00:00:00;35000
;2020-06-09 00:00:00;79000
;2020-06-05 00:00:00;89000
;2020-06-04 00:00:00;118000
;2020-05-14 00:00:00;107000
;2020-05-15 00:00:00;249500
;2020-06-03 00:00:00;50000
;2020-05-15 00:00:00;74500
;2020-05-18 00:00:00;228000
;2020-05-18 00:00:00;160000
;2020-06-02 00:00:00;65000
;2020-05-19 00:00:00;82000
;2020-06-03 00:00:00;233050
;2020-05-28 00:00:00;215000
;2020-05-28 00:00:00;75000
;2020-05-18 00:00:00;102000
;2020-05-29 00:00:00;123870
;2020-05-29 00:00:00;59200
;2020-05-19 00:00:00;270000
;2020-05-27 00:00:00;92370
;2020-06-13 00:00:00;595000
;2020-06-10 00:00:00;78000
;2020-06-11 00:00:00;109000
;2020-05-19 00:00:00;80000
;2020-06-16 00:00:00;223675
;2020-06-12 00:00:00;87500
;2020-06-17 00:00:00;70000
;2020-06-15 00:00:00;68770
;2020-05-27 00:00:00;175000
;2020-06-12 00:00:00;180000
;2020-06-11 00:00:00;109000
;2020-06-12 00:00:00;108880
;2020-05-11 00:00:00;145800
;2020-06-05 00:00:00;90000
;2020-06-09 00:00:00;74100
;2020-06-12 00:00:00;63800
;2020-06-12 00:00:00;101000
;2020-06-25 00:00:00;68000
;2020-06-23 00:00:00;40000
;2020-06-19 00:00:00;90000
;2020-05-29 00:00:00;75000
;2020-06-04 00:00:00;130000
;2020-06-12 00:00:00;102000
;2020-06-23 00:00:00;115600
;2020-06-09 00:00:00;191650
;2020-06-29 00:00:00;159000
;2020-06-18 00:00:00;124200
;2020-06-16 00:00:00;45000
;2020-06-18 00:00:00;97000
;2020-06-23 00:00:00;58000
;2020-06-22 00:00:00;99000
;2020-06-12 00:00:00;146000
;2020-06-18 00:00:00;85000
;2020-06-15 00:00:00;210500
;2020-06-05 00:00:00;149900
;2020-06-08 00:00:00;68000
;2020-06-12 00:00:00;127000
;2020-06-09 00:00:00;138250
;2020-06-24 00:00:00;150000
;2020-06-30 00:00:00;88000
;2020-01-10 00:00:00;155500
;2020-01-15 00:00:00;52010
;2020-01-14 00:00:00;68500
;2020-01-09 00:00:00;83640
;2020-02-05 00:00:00;42500
;2020-01-24 00:00:00;52195
;2020-02-14 00:00:00;39000
;2020-02-07 00:00:00;113000
;2020-01-30 00:00:00;1021,05
;2020-02-05 00:00:00;6000
;2020-02-12 00:00:00;114000
;2020-02-07 00:00:00;67000
;2020-02-12 00:00:00;75000
;2020-02-14 00:00:00;79000
;2020-01-31 00:00:00;103000
;2020-03-06 00:00:00;77000
;2020-03-02 00:00:00;5000
;2020-03-09 00:00:00;55500
;2020-03-04 00:00:00;55000
;2020-02-27 00:00:00;121900
;2020-03-09 00:00:00;80000
;2020-02-25 00:00:00;79900
;2020-03-10 00:00:00;105000
;2020-03-20 00:00:00;69000
;2020-03-20 00:00:00;72600
;2020-04-08 00:00:00;226500
;2020-03-31 00:00:00;77700
;2020-04-10 00:00:00;77000
;2020-04-10 00:00:00;124900
;2020-04-10 00:00:00;79200
;2020-04-24 00:00:00;85000
;2020-03-10 00:00:00;82800
;2020-05-07 00:00:00;38500
;2020-05-19 00:00:00;80000
;2020-06-02 00:00:00;23000
;2020-05-30 00:00:00;145000
;2020-05-07 00:00:00;15000
;2020-05-26 00:00:00;44500
;2020-05-18 00:00:00;62000
;2020-05-27 00:00:00;55000
;2020-06-11 00:00:00;140000
;2020-06-09 00:00:00;95000
;2020-05-27 00:00:00;60986
;2020-06-05 00:00:00;130891,75
;2020-05-22 00:00:00;103000
;2020-06-15 00:00:00;112000
;2020-05-26 00:00:00;34500
;2020-06-12 00:00:00;67000
;2020-05-25 00:00:00;84000
;2020-05-29 00:00:00;83000
;2020-06-16 00:00:00;65750
;2020-06-19 00:00:00;95000
;2020-06-25 00:00:00;58000
;2020-06-25 00:00:00;43500
;2020-06-24 00:00:00;47000
;2020-06-24 00:00:00;65000
;2020-06-29 00:00:00;94000
;2020-06-29 00:00:00;52000
;2020-06-25 00:00:00;130000
;2020-06-26 00:00:00;80000
;2020-06-30 00:00:00;6500
;2020-01-10 00:00:00;141150
;2020-01-07 00:00:00;45600
;2020-01-09 00:00:00;80200
;2020-01-10 00:00:00;208000
;2020-01-22 00:00:00;86800
;2020-01-17 00:00:00;75500
;2020-01-17 00:00:00;106800
;2020-01-13 00:00:00;408200
;2020-01-10 00:00:00;65550
;2020-02-04 00:00:00;111000
;2020-01-27 00:00:00;151500
;2020-01-07 00:00:00;56500
;2020-01-31 00:00:00;107750
;2020-01-31 00:00:00;88000
;2020-01-21 00:00:00;57300
;2020-01-13 00:00:00;42850
;2020-01-30 00:00:00;57500
;2020-02-07 00:00:00;62750
;2020-01-27 00:00:00;121500
;2020-02-14 00:00:00;155000
;2020-01-31 00:00:00;41300
;2020-02-10 00:00:00;168000
;2020-01-31 00:00:00;55500
;2020-02-06 00:00:00;66200
;2020-02-06 00:00:00;61600
;2020-02-17 00:00:00;54800
;2020-02-05 00:00:00;96500
;2020-02-05 00:00:00;17500
;2020-02-24 00:00:00;68834
;2020-02-07 00:00:00;42500
;2020-02-05 00:00:00;212250
;2020-02-28 00:00:00;102000
;2020-03-02 00:00:00;82500
;2020-02-18 00:00:00;44750
;2020-03-06 00:00:00;25500
;2020-02-24 00:00:00;119000
;2020-03-12 00:00:00;15750
;2020-03-10 00:00:00;83800
;2020-02-21 00:00:00;65500
;2020-03-11 00:00:00;177500
;2020-02-17 00:00:00;121000
;2020-03-13 00:00:00;131620
;2020-03-20 00:00:00;76500
;2020-03-19 00:00:00;25000
;2020-04-01 00:00:00;43660
;2020-03-31 00:00:00;154650
;2020-02-28 00:00:00;58000
;2020-04-02 00:00:00;40450
;2020-03-12 00:00:00;73500
;2020-03-18 00:00:00;99100
;2020-03-16 00:00:00;40500
;2020-03-19 00:00:00;133568
;2020-03-31 00:00:00;31000
;2020-04-21 00:00:00;88200
;2020-04-22 00:00:00;63300
;2020-03-19 00:00:00;46000
;2020-03-16 00:00:00;173000
;2020-04-21 00:00:00;192000
;2020-04-30 00:00:00;34340
;2020-05-06 00:00:00;150000
;2020-04-22 00:00:00;215000
;2020-04-30 00:00:00;123000
;2020-05-12 00:00:00;15000
;2020-05-12 00:00:00;52500
;2020-05-04 00:00:00;34460
;2020-04-22 00:00:00;106500
;2020-05-15 00:00:00;96300
;2020-05-13 00:00:00;71000
;2020-05-13 00:00:00;197000
;2020-05-20 00:00:00;46550
;2020-04-29 00:00:00;53345
;2020-05-14 00:00:00;88600
;2020-05-15 00:00:00;129500
;2020-05-20 00:00:00;18000
;2020-05-13 00:00:00;61800
;2020-05-18 00:00:00;73530
;2020-05-20 00:00:00;62500
;2020-05-20 00:00:00;29500
;2020-05-15 00:00:00;40000
;2020-05-07 00:00:00;152280
;2020-05-14 00:00:00;63500
;2020-05-25 00:00:00;69000
;2020-05-20 00:00:00;101500
;2020-05-29 00:00:00;129000
;2020-05-22 00:00:00;41350
;2020-05-26 00:00:00;38000
;2020-05-26 00:00:00;74100
;2020-05-27 00:00:00;28500
;2020-05-12 00:00:00;90650
;2020-05-25 00:00:00;91500
;2020-05-28 00:00:00;42000
;2020-05-26 00:00:00;92000
;2020-06-04 00:00:00;84000
;2020-05-20 00:00:00;43850
;2020-06-08 00:00:00;40850
;2020-05-26 00:00:00;77500
;2020-05-20 00:00:00;72000
;2020-05-27 00:00:00;138000
;2020-05-25 00:00:00;80750
;2020-06-05 00:00:00;56000
;2020-06-05 00:00:00;71900
;2020-06-09 00:00:00;88500
;2020-05-20 00:00:00;170000
;2020-05-29 00:00:00;36000
;2020-06-16 00:00:00;138486
;2020-06-10 00:00:00;65000
;2020-06-05 00:00:00;29400
;2020-06-02 00:00:00;114400
;2020-06-18 00:00:00;64000
;2020-06-10 00:00:00;149150
;2020-05-28 00:00:00;155000
;2020-06-10 00:00:00;153000
;2020-06-11 00:00:00;39000
;2020-06-02 00:00:00;20000
;2020-05-30 00:00:00;27900
;2020-06-03 00:00:00;53000
;2020-06-10 00:00:00;180500
;2020-06-19 00:00:00;37000
;2020-06-04 00:00:00;49300
;2020-06-02 00:00:00;52000
;2020-06-05 00:00:00;44500
;2020-06-12 00:00:00;125000
;2020-06-25 00:00:00;146000
;2020-06-17 00:00:00;95000
;2020-06-19 00:00:00;119000
;2020-06-24 00:00:00;60000
;2020-06-29 00:00:00;114000
;2020-06-30 00:00:00;140000
;2020-06-24 00:00:00;33000
;2020-06-26 00:00:00;45000
;2020-06-26 00:00:00;35000
;2020-06-26 00:00:00;79000
;2020-06-30 00:00:00;235000
;2020-06-30 00:00:00;41000
;2020-01-10 00:00:00;119800
;2020-01-10 00:00:00;34000
;2020-01-13 00:00:00;150000
;2020-01-15 00:00:00;153000
;2020-01-22 00:00:00;37000
;2020-01-24 00:00:00;27000
;2020-01-21 00:00:00;84000
;2020-01-24 00:00:00;149500
